Step number	Time	VolQplus_planeLVOT	VolQminus_planeLVOT	VolQplus_planeOutflow	VolQminus_planeOutflow	dt	exp_dt	max_velocity	max_pressure
889	0.496385	144056	44476.4	98447.9	1105.82	0.00039289	1.97246e-06	32135.9	0.0148371
890	0.496582	144290	44687.4	97794.8	1162.03	0.000197248	1.48715e-06	13652.5	0.0131103
891	0.49678	144353	44768.3	97467.1	1192.66	0.000197248	3.00329e-06	7427.69	0.0114886
892	0.49738	144397	44943.9	97103.3	1188.33	0.000600658	5.92053e-06	13375.2	0.0110017
893	0.49788	144461	45248.6	96069	1228.37	0.0005	3.40297e-06	24361.9	0.0110371
894	0.49838	144430	45508.4	95263.5	1289.25	0.0005	2.27028e-06	38680.5	0.0110582
895	0.498607	144424	45786.7	94469.7	1353.48	0.000227028	1.86045e-06	14835.3	0.0111056
896	0.498834	144417	45940.3	94117.8	1380.3	0.000227028	4.97449e-06	17811.3	0.0112262
897	0.499332	144349	46076.4	93792.9	1402.67	0.000497449	3.80277e-06	17806	0.0112671
898	0.499829	144185	46385.9	93086.5	1454.25	0.000497449	2.8618e-06	54201.4	0.0112955
899	0.500005	143903	46582.6	92388.5	1506.86	0.000175972	8.7986e-07	13093.5	0.0113241
900	0.500402	143689	46591	92164.4	1515.16	0.000396388	4.12742e-06	35032.4	0.0113755
901	0.500677	143418	46780.4	91654.4	1549	0.000275161	1.53691e-06	30838.1	0.0114043
902	0.500952	143167	46877.2	91319.2	1570.73	0.000275161	1.62851e-06	20889.6	0.0113935
903	0.501227	142982	47041.2	91000.9	1592.92	0.000275161	2.39122e-06	35995.6	0.0113839
904	0.501466	142704	47131.7	90698.3	1618.48	0.000239122	1.34104e-06	12704.5	0.0113755
905	0.501705	142451	47182.1	90447.7	1638.32	0.000239122	3.72742e-06	26848	0.0113602
906	0.502078	142193	47232.8	90225.3	1655.55	0.000372742	1.88221e-06	59625.6	0.0113459
907	0.502202	141974	47479.3	89858.5	1674.83	0.000124247	8.48566e-07	6372.43	0.0133537
908	0.502451	141846	47501.9	89758.8	1683.48	0.000248495	7.6121e-06	7360.31	0.0130844
909	0.503451	141574	47348.4	89687.5	1673.04	0.001	6.76151e-06	26183.8	0.0130657
910	0.503951	140986	47798.3	89020.1	1679.83	0.0005	2.41975e-06	32229.8	0.0130464
911	0.504201	140648	47977.9	88754.8	1675.81	0.00025	1.47208e-06	25913.3	0.011976
912	0.504451	140555	48134.1	88663.3	1671.44	0.00025	1.91922e-06	26197.7	0.011251
913	0.504835	140469	48253.5	88609.4	1648.72	0.000383844	2.31552e-06	44070	0.0112469
914	0.505066	140457	48598.3	88531	1634.06	0.000231552	1.21679e-06	32726.7	0.0112377
915	0.505298	140510	48846.6	88500.7	1622.85	0.000231552	1.71675e-06	15698.7	0.0126068
916	0.505641	140538	49061.6	88488.6	1607.37	0.00034335	3.46892e-06	31093	0.0136494
917	0.505872	140638	49437.1	88471.6	1589.47	0.000231261	1.59074e-06	15196	0.0153433
918	0.506335	140637	49592.5	88467.5	1550.08	0.000462523	3.13769e-06	30224.5	0.0160057
919	0.506649	140932	50223.9	88488.4	1514.99	0.000313769	1.85373e-06	18748.7	0.0170506
920	0.506962	141121	50642.2	88521.6	1481.86	0.000313769	2.71916e-06	28492.7	0.0180587
921	0.507234	141435	51163.7	88572.5	1447.02	0.000271916	1.99226e-06	17527.4	0.0186132
922	0.507506	141658	51566.2	88641.6	1417.85	0.000271916	2.65129e-06	24787.3	0.0175468
923	0.507771	141948	52008.7	88730.9	1387.77	0.000265127	2.09029e-06	22410	0.0165331
924	0.508037	142221	52428.4	88855.2	1374.13	0.000265127	2.25093e-06	22695.3	0.0162365
925	0.508487	142694	52979.9	89001.5	1332.38	0.000450187	2.22574e-06	34619	0.0171601
926	0.508709	143233	53735.3	89238.1	1275.35	0.000222574	1.41585e-06	13744.9	0.0196974
927	0.508932	143535	54126.1	89372.1	1247.31	0.000222574	2.91634e-06	13965.5	0.0206132
928	0.509515	143800	54423.9	89599.1	1251.32	0.000583268	2.76589e-06	47955.6	0.0202776
929	0.5097	144475	55340	90012.6	1176.9	0.000184395	9.52782e-07	18066.6	0.0193531
930	0.510068	144645	55565.5	90169	1150.07	0.00036879	2.5184e-06	32701.4	0.0181662
931	0.51032	144952	56039.8	90481	1110.44	0.00025184	1.41145e-06	19401.4	0.0166028
932	0.510572	145116	56312.8	90684.5	1059.56	0.00025184	2.09197e-06	19754	0.0151888
933	0.51099	145293	56537.1	90929	1026.27	0.000418396	1.95578e-06	35343.6	0.0144086
934	0.511186	145516	56912.2	91316.9	965.994	0.000195579	1.12355e-06	18219.1	0.0132092
935	0.511382	145588	57024.3	91505.3	937.79	0.000195579	2.16857e-06	12430.2	0.0131148
936	0.511815	145644	57034	91707.1	902.146	0.000433714	3.26664e-06	16930.2	0.0132907
937	0.512142	145711	57076.7	92154.3	837.367	0.000326668	2.73043e-06	29648.6	0.0132806
938	0.512469	145675	56976.8	92499.4	781.717	0.000326668	1.91183e-06	20346.5	0.0132736
939	0.512851	145761	56930.8	92876.1	744.623	0.000382366	2.30802e-06	24404.4	0.0134184
940	0.513313	145734	56712.5	93307.7	684.189	0.000461604	2.53017e-06	44138.4	0.0135576
941	0.513481	145664	56441.6	93823.5	610.864	0.000168678	1.05924e-06	17984.4	0.013692
942	0.513819	145613	56291.3	94016	587.326	0.000337355	3.01999e-06	28179.5	0.0136894
943	0.514121	145416	55938.5	94399.1	542.265	0.000301999	1.89161e-06	41677.7	0.0136912
944	0.514272	145163	55569.1	94736	498.1	0.000150999	1.29296e-06	11607.6	0.0138566
945	0.514423	145020	55360.9	94898.5	472.159	0.000150999	4.51738e-06	7781.45	0.0144336
946	0.515326	144701	54919.1	95039.6	453.316	0.000903476	7.12251e-06	26872.9	0.0144334
947	0.515659	143691	53601.9	96040.9	364.712	0.000333333	2.16922e-06	19149.2	0.0144297
948	0.515993	143199	53043.6	96437.2	367.225	0.000333333	2.50072e-06	28331	0.0146327
949	0.516326	142572	52401.7	96783.4	326.944	0.000333333	1.67896e-06	44592.5	0.014784
950	0.516494	142070	51876.1	97127.7	287.873	0.000167896	1.0849e-06	14587.1	0.0149421
951	0.516662	141722	51544	97301.1	272.263	0.000167896	3.1064e-06	11757.8	0.0153741
952	0.517283	141320	51051.8	97465.7	294.693	0.00062128	4.08215e-06	54184.5	0.0155973
953	0.517457	140520	50254.7	98051.1	235.607	0.000174296	8.71481e-07	12275.3	0.0157049
954	0.5181	140339	49953.8	98094.8	171.214	0.000642135	3.5461e-06	32186.4	0.0158636
955	0.518336	139770	49352.1	98635.6	141.828	0.000236407	1.40175e-06	35812.4	0.0159811
956	0.518572	139515	49063.9	98813.6	128.142	0.000236407	1.45644e-06	17660	0.0161074
957	0.518809	139220	48751.5	98996.7	131.164	0.000236407	2.58916e-06	20799	0.0163762
958	0.519327	139139	48559.3	99081.8	88.2622	0.000517832	2.27237e-06	44815.8	0.0163711
959	0.519478	138907	48265.9	99412.1	80.0832	0.000151491	1.02557e-06	14885.1	0.0163605
960	0.519781	138911	48214.6	99481	68.1709	0.000302982	3.19711e-06	16953.9	0.0163568
961	0.520421	138836	48055.5	99588.8	59.3503	0.000639422	2.82981e-06	26653.2	0.016367
962	0.520704	138921	48057.8	99882.8	50.8889	0.000282981	1.80087e-06	17512.9	0.0165507
963	0.520987	138965	48090.2	99988.2	39.6848	0.000282981	2.95877e-06	11908.1	0.0168554
964	0.521578	138965	48035.5	100043	30.5181	0.000591754	3.85602e-06	40493.9	0.0170767
965	0.521817	139116	48206	100202	10.2487	0.000238905	1.19452e-06	17929.8	0.0172314
966	0.522349	139178	48202.8	100239	37.4496	0.000532298	2.70723e-06	33780.9	0.0174122
967	0.52262	139310	48373.9	100333	59.2207	0.000270723	1.36454e-06	9983.38	0.0175824
968	0.522891	139380	48434.9	100340	55.94	0.000270723	4.8805e-06	10828.7	0.018143
969	0.523867	139298	48184.7	100218	52.1773	0.000976099	5.25709e-06	17954.9	0.0181623
970	0.524367	139519	48307.3	100106	61.537	0.0005	2.90011e-06	31998.3	0.018173
971	0.524617	139502	48292.2	100009	54.8479	0.00025	1.95817e-06	23683.4	0.0181873
972	0.524867	139424	48225.1	99941	52.5884	0.00025	2.03231e-06	10721.8	0.018229
973	0.525273	139328	48138.6	99830	44.3031	0.000406461	4.39166e-06	18074.9	0.018271
974	0.525713	139195	48055.3	99646.5	42.9931	0.000439166	2.7143e-06	89836.3	0.0182956
975	0.525829	138885	47839	99451.6	41.5545	0.000116506	5.8253e-07	8197.11	0.0183182
976	0.526152	138771	47732.6	99372	33.1997	0.00032266	5.30681e-06	15290.4	0.0183076
977	0.526652	138411	47445.1	99171.1	32.5243	0.0005	4.18899e-06	18665.3	0.0182982
978	0.527152	137805	46993	98849.4	30.1414	0.0005	2.87587e-06	34286.3	0.018287
979	0.527344	137209	46647.3	98527.5	29.0938	0.000191725	1.32436e-06	11824.1	0.0182681
980	0.527727	136956	46445.2	98383.3	28.7306	0.00038345	4.15547e-06	16529.4	0.0182518
981	0.528143	136465	46140.6	98091.3	27.8658	0.000415547	2.9812e-06	45553.1	0.0182482
982	0.52835	135878	45799.6	97772.5	26.5862	0.000207773	1.32442e-06	10447.5	0.0183203
983	0.528558	135663	45689.7	97605.3	26.0698	0.000207773	3.67409e-06	14096	0.0185134
984	0.529293	135448	45414.1	97355.3	2.13599	0.000734821	4.70819e-06	59558.7	0.0185207
985	0.5295	135034	45340.5	96712	3.5605	0.000207378	1.03689e-06	11641.4	0.0185267
986	0.530235	134965	45200.5	96491.7	4.37114	0.000734261	4.00485e-06	66261.6	0.0185352
987	0.530402	134835	45442.1	95811	5.97626	0.000167613	8.38065e-07	15042.4	0.0205666
988	0.531036	134763	45384.3	95635.9	5.44077	0.000633357	3.1621e-06	51704.4	0.0209294
989	0.531234	134889	45885.7	95032	6.71541	0.000198342	9.91709e-07	16903.9	0.018562
990	0.531668	134944	46004.4	94837.4	7.11962	0.000434079	2.95852e-06	29268.2	0.0185642
991	0.531964	134974	46356.8	94415.2	7.95303	0.000295852	1.88313e-06	24506.6	0.0185679
992	0.53226	135129	46725.7	94122.5	8.69956	0.000295852	2.23339e-06	23615.2	0.0185691
993	0.532706	135279	47037.2	93822	9.18252	0.000446679	2.27029e-06	46403	0.0185706
994	0.532858	135393	47490.1	93373.8	9.40567	0.000151353	1.02427e-06	14139	0.018573
995	0.53316	135456	47601.9	93220.2	10.0368	0.000302706	3.73927e-06	20920.5	0.0185678
996	0.533534	135565	47858.6	92917.1	10.91	0.000373927	2.63673e-06	21095.9	0.0185656
997	0.533908	135600	48054.7	92549.1	11.4955	0.000373927	2.4816e-06	28489.1	0.0187882
998	0.534156	135636	48253.5	92185.6	10.7471	0.00024816	1.92933e-06	21745.4	0.0190376
999	0.534405	135632	48337.3	91949.8	8.38127	0.00024816	2.46496e-06	20180.7	0.0193574
1000	0.534898	135585	48255.1	91732.8	7.17346	0.000492991	2.84413e-06	29384.7	0.0195628
1001	0.535182	135380	48165.2	91298.3	9.92631	0.000284413	1.8891e-06	25707.8	0.0197914
1002	0.535466	135169	47980.7	91057	10.6652	0.000284413	2.12047e-06	23332.9	0.0200498
1003	0.53589	134896	47736.6	90828.2	12.0953	0.000424095	2.4588e-06	30799	0.020312
1004	0.536136	134502	47410.5	90485.3	13.3705	0.00024588	1.85076e-06	22843.9	0.0214983
1005	0.536382	134154	47115.5	90292.5	13.8471	0.00024588	2.29283e-06	19004.5	0.0227878
1006	0.536841	133906	46867.6	90114.9	14.2467	0.000458566	2.88324e-06	22885.8	0.0228697
1007	0.537129	133304	46390	89781	15.7197	0.000288324	2.18395e-06	37681.6	0.0227256
1008	0.537417	133025	46166.3	89583.7	15.8239	0.000288324	1.44173e-06	48109.1	0.0220025
1009	0.537562	132692	45957.2	89390.3	16.7421	0.000144173	1.15492e-06	10901	0.0199834
1010	0.537706	132482	45763.7	89298.2	17.0741	0.000144173	4.1172e-06	8907.2	0.019959
1011	0.538529	132364	45403.4	89267.1	16.631	0.000823439	5.06941e-06	27280.9	0.0199461
1012	0.538863	131620	44681.5	88826.8	18.1146	0.000333333	1.76364e-06	20655.4	0.0199327
1013	0.539196	131335	44394.3	88686.9	18.5434	0.000333333	2.30387e-06	24475.5	0.0199217
1014	0.539529	131046	44122.2	88572.6	19.3569	0.000333333	2.10172e-06	33434.6	0.0199152
1015	0.539739	130811	43893.1	88466.4	19.0065	0.000210172	1.58707e-06	9627.94	0.0199132
1016	0.53995	130681	43780.9	88412	19.0658	0.000210172	4.78663e-06	8023.11	0.0199043
1017	0.540907	130566	43346.7	88428.1	18.2781	0.000957326	5.70834e-06	39185.8	0.019884
1018	0.541141	130316	43092.8	88256.5	18.1182	0.000234433	1.17217e-06	18645.3	0.0198616
1019	0.541524	130338	43157.9	88237.6	17.1858	0.000382783	2.57661e-06	24485.7	0.0199031
1020	0.541907	130384	43380.7	88223.7	16.6011	0.000382783	2.12517e-06	43047.6	0.0199287
1021	0.542119	130382	43604.7	88220.5	16.9263	0.000212517	1.26952e-06	17661.4	0.0199536
1022	0.542332	130443	43782.6	88231.9	16.6101	0.000212517	2.60583e-06	17982.4	0.0200401
1023	0.542853	130501	43906.6	88270.8	15.8186	0.000521166	2.68787e-06	44906.7	0.0200748
1024	0.543032	130656	44386.7	88327.5	14.5485	0.000179191	1.03364e-06	17123.8	0.0201044
1025	0.543391	130722	44482.7	88353.6	13.9351	0.000358383	2.70321e-06	22223.1	0.0200846
1026	0.543661	130778	44722.2	88405.6	12.9462	0.000270321	2.03312e-06	55675.3	0.0201502
1027	0.543796	130797	44870.8	88448.5	12.767	0.000135161	9.46861e-07	8174.82	0.0201929
1028	0.544849	130855	44584.9	88521.2	11.2601	0.00105325	4.59038e-06	50640.8	0.0201868
1029	0.545081	131150	45079.6	88758.8	8.7761	0.000232105	1.16053e-06	18666.5	0.0201626
1030	0.545424	131130	45123.7	88850	8.21029	0.000342994	2.7003e-06	24285.8	0.0201632
1031	0.545767	131011	45150.9	89002.4	8.23163	0.000342994	2.21403e-06	45634.8	0.0201783
1032	0.545989	130842	45131.1	89164.7	8.11753	0.000221403	1.06894e-06	17835.8	0.0201979
1033	0.54621	130733	45128.3	89281	7.4801	0.000221403	2.71745e-06	13444.5	0.0202084
1034	0.546754	130639	45056.9	89405.6	6.84422	0.00054349	4.17439e-06	53954.7	0.0202013
1035	0.54696	130396	45092.9	89691.9	5.3655	0.000206305	1.03153e-06	20086.4	0.0201836
1036	0.547274	130273	45035.9	89786.7	5.44117	0.000314286	2.69831e-06	24543.3	0.0201528
1037	0.547589	130109	45037.7	89928.7	4.79615	0.000314286	2.11409e-06	30207.2	0.0201302
1038	0.5478	129919	44999.5	90069.5	4.25599	0.000211409	1.66902e-06	29307.9	0.0201127
1039	0.548011	129791	44978.1	90163	4.04359	0.000211409	1.72691e-06	8586.19	0.0200956
1040	0.548357	129816	45029.2	90256.7	3.79447	0.000345383	5.57711e-06	12594.4	0.0200653
1041	0.548857	129637	44857	90415.7	4.34941	0.0005	3.98914e-06	39646.8	0.0201419
1042	0.549107	129458	44768.6	90646.2	3.88145	0.00025	1.26671e-06	14418.1	0.0201862
1043	0.549357	129376	44702.6	90767.1	3.58223	0.00025	3.42597e-06	17594.3	0.0203147
1044	0.549699	129306	44617.5	90894	3.08264	0.000342597	2.87928e-06	29355.4	0.0203967
1045	0.550042	129228	44521.3	91068.1	2.60626	0.000342597	2.09468e-06	22914.6	0.0204586
1046	0.550461	129182	44410.8	91241.5	2.3799	0.000418936	3.7183e-06	19176	0.0205533
1047	0.550833	129201	44400	91448.7	1.84982	0.00037183	3.10455e-06	17531.2	0.0206488
1048	0.551205	129336	44496.4	91625.3	1.85692	0.00037183	3.54423e-06	17414.1	0.0207568
1049	0.551913	129261	44334.8	91780.2	1.84855	0.000708846	3.23551e-06	43404.4	0.0207632
1050	0.552129	129301	44438.2	92091.6	1.36514	0.000215701	1.23926e-06	17699.8	0.0207664
1051	0.552561	129451	44546.5	92172.5	1.25464	0.000431402	3.08226e-06	23986	0.0207687
1052	0.552869	129493	44687.6	92339.4	1.0298	0.000308226	2.18504e-06	22741.7	0.0207729
1053	0.553177	129528	44745.8	92449.6	0.883202	0.000308226	2.09438e-06	20086.2	0.020777
1054	0.553596	129621	44826.6	92546.1	0.794877	0.000418877	2.58063e-06	22255.5	0.0207836
1055	0.554112	129761	44860.8	92660.1	0.763597	0.000516126	2.63462e-06	24042.7	0.0207923
1056	0.554639	129979	44917.1	92784.9	0.705167	0.000526924	2.83583e-06	28486	0.0207986
1057	0.554923	130365	45132.3	92908.3	0.635468	0.000283583	2.00206e-06	11335	0.0208012
1058	0.555206	130592	45244.4	92967.3	0.541913	0.000283583	5.07068e-06	10885	0.0207877
1059	0.556206	130814	45095.7	92963.8	0.620257	0.001	4.57505e-06	33849.5	0.0207904
1060	0.556511	131621	45374.5	93109.8	0.599355	0.000305003	1.72347e-06	42703.8	0.020793
1061	0.556714	131827	45436.2	93152.1	0.597264	0.000203335	1.15135e-06	11843.1	0.0207952
1062	0.557121	131980	45506.3	93171.1	0.633555	0.000406671	4.13308e-06	16011	0.0207875
1063	0.557534	132246	45609.2	93199.4	0.369918	0.000413308	3.38183e-06	22087	0.020782
1064	0.557948	132490	45699.4	93204.1	0.484651	0.000413308	2.34505e-06	68019.7	0.0207782
1065	0.558104	132634	45722.4	93205.3	0.623672	0.000156337	7.57057e-07	8530.52	0.0207737
1066	0.558417	132763	45774.5	93186.5	1.10176	0.000312673	4.68426e-06	12271.5	0.0207586
1067	0.559354	133018	45785.1	93096.7	1.3453	0.000936829	4.15172e-06	49930.5	0.0207676
1068	0.559584	133325	45728.1	92969.7	1.82764	0.000230205	1.15102e-06	17566.7	0.0207591
1069	0.559884	133410	45703.9	92933.1	1.91455	0.000300069	2.57646e-06	32072.2	0.0207602
1070	0.560184	133510	45695.4	92881.4	2.09077	0.000300069	1.57643e-06	32923.6	0.0207744
1071	0.560499	133545	45581.9	92822.7	2.28097	0.000315285	1.60555e-06	25986.1	0.0207919
1072	0.56082	133646	45535.9	92754	2.40999	0.00032111	1.88975e-06	25311.9	0.0208045
1073	0.561198	133776	45476	92672.8	1.88972	0.00037795	1.90628e-06	27564.6	0.0208072
1074	0.56158	133722	45220.2	92570	2.42895	0.000381257	1.79562e-06	27889.5	0.020797
1075	0.561939	133800	45071.8	92458.2	2.50871	0.000359125	1.81529e-06	26885.2	0.0207832
1076	0.562302	133890	44977	92345	2.93623	0.000363058	1.94248e-06	27331.9	0.0207691
1077	0.56269	133887	44770.9	92221.8	3.35349	0.000388495	1.89486e-06	29470.9	0.0208169
1078	0.563069	133991	44695.3	92084.2	3.79833	0.000378972	1.81177e-06	30306.2	0.0208036
1079	0.563432	134134	44648.7	91944.9	4.22769	0.000362355	1.71766e-06	28854.8	0.0207922
1080	0.563775	134223	44589.5	91808	4.83621	0.000343532	1.8261e-06	26841.2	0.0207819
1081	0.56414	134342	44540.3	91674.2	4.77162	0.00036522	2.00414e-06	40137.3	0.0208341
1082	0.564341	134510	44563.4	91532.7	5.3736	0.000200414	1.5234e-06	16520.7	0.0213188
1083	0.564541	134588	44538.8	91453.1	5.65514	0.000200414	3.24838e-06	12787	0.021882
1084	0.565191	134690	44574.4	91358.1	5.4899	0.000649677	4.18956e-06	49635	0.021765
1085	0.565401	134947	44578.6	91087.5	6.71998	0.000210175	1.05087e-06	13411	0.0212868
1086	0.566029	134930	44528.9	90989.4	3.23801	0.000627744	4.8081e-06	43794	0.0211466
1087	0.56626	135083	44547.3	90723.7	4.82191	0.000231758	1.15879e-06	15383.9	0.0213254
1088	0.566625	135081	44542.2	90627.5	5.42625	0.000364931	2.97281e-06	18624.2	0.0216397
1089	0.56699	135020	44501	90475.4	5.69328	0.000364931	2.54511e-06	16723.8	0.0219175
1090	0.567499	134855	44417.1	90323.7	6.02318	0.000509022	2.78107e-06	26014.8	0.0221454
1091	0.567777	134556	44246.3	90113.6	7.09108	0.000278107	1.96393e-06	14973.4	0.0221482
1092	0.568056	134395	44172.6	89997.7	6.94758	0.000278107	3.42433e-06	15491.9	0.0221424
1093	0.56874	134197	44083	89879.9	5.6443	0.000684866	3.70033e-06	35517.1	0.0222273
1094	0.568987	133746	43916.3	89600.2	7.12433	0.000246688	1.29209e-06	13692	0.0223057
1095	0.569481	133405	43641.3	89507.4	7.59538	0.000493377	3.3642e-06	26544.7	0.0223037
1096	0.569817	133125	43547	89320.2	8.53861	0.00033642	1.96533e-06	14679.6	0.0223049
1097	0.570153	132888	43408.8	89198.8	9.365	0.00033642	3.13908e-06	22558.5	0.0222984
1098	0.570467	132707	43310.4	89081.6	10.0145	0.000313908	2.10015e-06	21178.3	0.0225594
1099	0.570781	132563	43230.1	88977.1	10.6108	0.000313908	2.5114e-06	21915.8	0.0228728
1100	0.571283	132452	43143.4	88881.6	10.2426	0.000502279	2.43909e-06	56180.5	0.0230726
1101	0.571446	132491	43270.3	88726.5	11.2611	0.000162606	9.02461e-07	10516.7	0.0232495
1102	0.571771	132520	43314	88684.6	11.4772	0.000325212	4.41022e-06	13246.7	0.0238024
1103	0.572653	132516	43324.7	88627.5	11.6949	0.000882045	3.93574e-06	46104.5	0.0239972
1104	0.572885	132725	43667.8	88421.6	12.8421	0.000231614	1.15807e-06	18469.1	0.024192
1105	0.57344	132727	43706.2	88405.8	12.9889	0.000555533	2.59809e-06	33958.5	0.0243969
1106	0.5737	132937	44020	88328.8	13.3617	0.000259809	1.41002e-06	25309.6	0.0246193
1107	0.57396	133024	44163.9	88304	13.4616	0.000259809	1.87653e-06	20148	0.0249173
1108	0.574335	133102	44292.4	88288.5	13.4733	0.000375307	2.33866e-06	28336.5	0.0251949
1109	0.574569	133254	44535.3	88263.6	13.5204	0.000233866	1.59692e-06	16121	0.0254753
1110	0.574803	133333	44656.8	88249.7	13.5172	0.000233866	2.98888e-06	16662.6	0.0260082
1111	0.575401	133399	44795.5	88241.4	13.6926	0.000597776	2.7969e-06	30323.8	0.025996
1112	0.575681	133487	45036.6	88213.4	13.6491	0.00027969	1.5124e-06	17569.6	0.0259893
1113	0.57596	133481	45112.7	88203.9	13.5123	0.00027969	2.63307e-06	13826.4	0.0259747
1114	0.576487	133470	45201.5	88209.6	13.2925	0.000526614	3.3363e-06	44473.1	0.0260622
1115	0.576697	133309	45233.4	88210.9	13.0426	0.000210614	1.05307e-06	8939.59	0.026119
1116	0.577154	133183	45179.6	88231.4	13.0975	0.000456646	4.16967e-06	10936.1	0.026241
1117	0.577571	132871	45038.6	88268	13.0352	0.00041697	3.42516e-06	12356.2	0.0263493
1118	0.577988	132513	44818.7	88313.9	14.1729	0.00041697	3.032e-06	20281.2	0.0264705
1119	0.578291	132031	44463.9	88361.3	13.8696	0.000303202	2.30813e-06	19618.6	0.0265899
1120	0.578594	131621	44120.6	88398.1	13.6797	0.000303202	2.85482e-06	28537.5	0.026742
1121	0.57888	131165	43715.8	88434.8	13.4739	0.000285482	1.85841e-06	29724.7	0.0268454
1122	0.579165	130817	43382.4	88468.5	13.2839	0.000285482	1.70562e-06	28992.7	0.0269409
1123	0.579507	130526	43078.2	88501.2	13.135	0.000341124	1.73809e-06	28084.5	0.0270219
1124	0.579854	130101	42589.5	88541.2	12.9343	0.000347617	1.75052e-06	28008.5	0.0271003
1125	0.580204	129660	42054.5	88585.2	12.6843	0.000350105	1.74153e-06	32572.5	0.0271748
1126	0.580553	129341	41596.1	88635.2	12.499	0.000348306	1.61688e-06	22623.2	0.0272446
1127	0.580876	128976	41079.8	88692	12.1631	0.000323377	2.10989e-06	33089.9	0.0273444
1128	0.581087	128743	40683.7	88749	11.8435	0.000210989	1.5123e-06	16778.2	0.0274419
1129	0.581298	128591	40432.4	88792	11.6082	0.000210989	3.06555e-06	8916.13	0.0276117
1130	0.581911	128489	40195.9	88855.9	11.2572	0.00061311	5.7324e-06	16567.3	0.0277495
1131	0.582411	128322	39706.9	89011.7	10.4148	0.0005	3.00232e-06	20665.8	0.0277351
1132	0.582911	128274	39406.7	89151.2	10.2664	0.0005	2.73384e-06	71368.6	0.0277259
1133	0.583053	128213	39094.5	89290	9.63791	0.000141432	7.07161e-07	11280.1	0.0277086
1134	0.583458	128209	39033.9	89335.6	9.44187	0.000405335	4.51782e-06	28787.4	0.0277106
1135	0.583759	128319	38957.5	89456.3	8.91434	0.000301188	2.05063e-06	27872.1	0.027711
1136	0.58406	128394	38897.4	89546.9	8.68863	0.000301188	1.86004e-06	39592.8	0.0277063
1137	0.584211	128506	38867.4	89636.9	8.19653	0.000150594	1.28391e-06	9468.11	0.0276942
1138	0.584361	128553	38850.7	89681.6	8.03515	0.000150594	5.50041e-06	9122.14	0.0276487
1139	0.585361	128562	38835.6	89721.7	8.34623	0.001	6.02091e-06	38256.6	0.0277277
1140	0.585605	129116	38978	90012.5	7.45198	0.00024331	1.21655e-06	16685.9	0.0277405
1141	0.585983	129292	39074.4	90078.2	7.2729	0.000378345	2.90106e-06	33755.6	0.0278446
1142	0.586172	129562	39192	90180.8	6.951	0.000189172	1.49772e-06	17381.6	0.0279323
1143	0.586361	129688	39254.7	90229	6.7858	0.000189172	2.97838e-06	7597.71	0.0281541
1144	0.586957	129835	39375.2	90269.4	6.76499	0.000595677	6.27745e-06	24571.3	0.0283424
1145	0.58729	130345	39727.9	90412.8	6.27764	0.000333333	1.97422e-06	30614.6	0.0284399
1146	0.587624	130721	40026.4	90493.2	6.00705	0.000333333	1.63559e-06	12449.8	0.0283806
1147	0.587957	131171	40391.6	90573.9	5.75812	0.000333333	3.69547e-06	19167	0.0282627
1148	0.588327	131604	40744.6	90654.2	5.52633	0.000369547	2.38791e-06	13349.4	0.0283819
1149	0.588696	132160	41187	90740.7	5.27246	0.000369547	3.4724e-06	25724.5	0.0285567
1150	0.589043	132791	41701.1	90823.2	5.0492	0.00034724	1.76997e-06	18049.2	0.0286524
1151	0.589391	133408	42181	90895.3	4.99765	0.00034724	2.60413e-06	31718	0.0287903
1152	0.589651	134019	42662.3	90964.3	4.84522	0.000260413	1.44495e-06	27468.5	0.0288857
1153	0.589911	134494	43026.4	91012	4.751	0.000260413	2.61649e-06	12379.1	0.0290606
1154	0.590435	134923	43374.3	91047.4	4.72921	0.000523298	3.82014e-06	28953.8	0.0292064
1155	0.590817	135797	44068.3	91125.6	4.62099	0.000382014	2.60785e-06	13640	0.0293117
1156	0.591199	136493	44676.1	91177.6	4.54998	0.000382014	3.61784e-06	12361.6	0.0294607
1157	0.591922	136879	45078.9	91221.5	4.49763	0.000723568	3.7116e-06	30529.7	0.0295706
1158	0.59217	137679	45822.7	91313.4	4.35255	0.00024744	1.55002e-06	17835.5	0.0296894
1159	0.592665	137851	46045.3	91348.6	4.28805	0.000494881	2.71259e-06	30941.8	0.0298005
1160	0.592936	138194	46440.7	91415.4	4.15984	0.000271259	1.56805e-06	9287.58	0.0299113
1161	0.593207	138308	46599.1	91450.7	4.09728	0.000271259	8.06016e-06	11736.1	0.030468
1162	0.594207	138190	46733	91461.9	4.11394	0.001	6.04114e-06	24365.5	0.0303974
1163	0.594541	138174	47101.9	91563.4	3.91307	0.000333333	2.27351e-06	19903.4	0.0303323
1164	0.594874	138027	47100.2	91586.1	3.88907	0.000333333	2.65394e-06	33006.5	0.030418
1165	0.595207	137802	47031.3	91599.6	3.87026	0.000333333	1.54526e-06	32250.1	0.0304702
1166	0.595516	137546	46936.3	91605.4	3.88345	0.000309051	1.48677e-06	35052.7	0.0304209
1167	0.595814	137276	46831.7	91603.9	3.9009	0.000297354	1.43899e-06	35435	0.0303686
1168	0.596101	136989	46692.8	91597.7	3.93732	0.000287798	1.51573e-06	24198.4	0.0303135
